utility,incident_id,type,latitude,longitude,start_local_raw,start_utc,etr_local_raw,etr_utc,retrieved_utc
anaheim,293483,Current Electric Outage,33.8135754136,-117.936250268,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8135869123,-117.936050235,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8135721658,-117.935839153,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8135838053,-117.935628582,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8135687745,-117.935438574,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8135982888,-117.93520727,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8136008477,-117.935017602,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8135944683,-117.934838302,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8136150442,-117.934617364,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8136356197,-117.934396426,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.813602853,-117.934216615,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8136143484,-117.934016581,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8136434339,-117.933816887,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8136464169,-117.933595608,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.81326547,-117.934395613,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.810845001,-117.933559769,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8111934863,-117.935384982,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8124351925,-117.935000547,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8132901948,-117.933600989,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8120176658,-117.93458473,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116712281,-117.933577659,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
anaheim,293483,Current Electric Outage,33.8116783024,-117.934570608,9/22/2026 7:58 AM,2026-09-22T14:58:00Z,9/22/2026 4:00 PM,2026-09-22T23:00:00Z,2026-09-22T19:55:43Z
